,BillNo, Revision, LineKey, LineSeqNo, ComponentItemCode, ComponentRevision, ItemType, ComponentDesc, EngineeringDrawingFindNo, EngineeringChangeAddNo, EngineeringChangeAddDate, EngineeringChangeDelNo, EngineeringChangeDelDate, WorkOrderStepNo, BillType, CommentText, MiscChargeGLAcctKey, SetupCharge, UnitOfMeasure, QuantityPerBill, StandardUnitCost, ScrapPercent, WorkTicketStepNo
16338,15003676,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,9.750000,0.000,
16339,15003676,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16340,15003676-KIT,000,000001,00000100000000,022014,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
16341,15003676-KIT,000,000002,00000200000000,602017,*,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
16342,15003676-KIT,000,000003,00000300000000,607517,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16343,15003676-KIT,000,000004,00000400000000,15003676A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16344,15003676-KIT,000,000005,00000500000000,15003676A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16345,15003676-KIT,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
16346,15003684,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16347,15003684,000,000002,00000200000000,602037,000,1,,,,,,,0000,S,,,N,,2.063000,0.000000,2.500,
16348,15003684,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16349,15003684,000,000004,00000400000000,15003684A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16350,15003684,000,000005,00000500000000,15003684A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16351,15003684,000,000006,00000600000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16352,15003684,000,000007,00000700000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16353,15003684,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16354,15003684,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16355,15003684,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16356,15003684,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16357,15003684-KIT,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
16358,15003684-KIT,000,000002,00000200000000,602037,*,1,,,,,,,,S,,,N,,0.172000,0.000000,2.500,
16359,15003684-KIT,000,000003,00000300000000,607527VENT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16360,15003684-KIT,000,000004,00000400000000,15003684A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16361,15003684-KIT,000,000005,00000500000000,15003684A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16362,15003684-KIT,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
16363,15003692,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16364,15003692,000,000002,00000200000000,83200.B,000,1,,,,,,,0000,S,,,N,,2.063000,0.000000,2.500,
16365,15003692,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16366,15003692,000,000005,00000500000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16367,15003692,000,000006,00000600000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16368,15003692,000,000007,00000700000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16369,15003692,000,000009,00000900000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16370,15003692,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16371,15003692,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16372,15003692,000,000012,00000250000000,15003692A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16373,15003692,000,000013,00000275000000,15003692A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16374,15003700,000,000001,00000100000000,607006,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
16375,15003700,000,000002,00000200000000,602005,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,2.500,
16376,15003700,000,000003,00000300000000,607504,*,1,,,,,,,0000,,,,N,,4.000000,0.000000,0.000,
16377,15003700,000,000004,00000400000000,15003700A1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16378,15003700,000,000005,00000500000000,15003700A2,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16379,15003700,000,000006,00000600000000,604000,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16380,15003700,000,000007,00000700000000,604000DIV,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16381,15003700,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16382,15003700,000,000010,00001000000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16383,15003700,000,000011,00001100000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.750000,0.000,
16384,15003700,000,000012,00001200000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
16385,15003718,000,000001,00000100000000,022019,000,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16386,15003718,000,000002,00000200000000,602005,*,1,,,,,,,0000,S,,,N,,2.063000,0.000000,2.500,
16387,15003718,000,000003,00000300000000,607503G-WPTS5,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16388,15003718,000,000004,00000400000000,15003718A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16389,15003718,000,000005,00000500000000,15003718A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16390,15003718,000,000006,00000600000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16391,15003718,000,000007,00000700000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16392,15003718,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16393,15003718,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16394,15003718,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16395,15003718,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16396,15003726,000,000001,00000100000000,022014,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16397,15003726,000,000002,00000200000000,602003,*,1,,,,,,,,S,,,N,,3.000000,0.000000,2.500,
16398,15003726,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16399,15003726,000,000004,00000400000000,15003726A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16400,15003726,000,000005,00000500000000,15003726A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16401,15003726,000,000006,00000600000000,604006,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16402,15003726,000,000007,00000700000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16403,15003726,000,000008,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16404,15003726,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,9.750000,0.000,
16405,15003726,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16406,15003726-KIT,000,000001,00000100000000,022014,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
16407,15003726-KIT,000,000002,00000200000000,602003,*,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
16408,15003726-KIT,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16409,15003726-KIT,000,000004,00000400000000,15003726A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16410,15003726-KIT,000,000005,00000500000000,15003726A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16411,15003726-KIT,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
16412,15003734,000,000001,00000100000000,022014,*,1,,,,,,,0000,S,,,N,,12.000000,0.000000,0.000,
16413,15003734,000,000002,00000200000000,602077,*,1,,,,,,,,S,,,N,,3.000000,0.000000,2.500,
16414,15003734,000,000003,00000300000000,607517,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16415,15003734,000,000004,00000400000000,15003734A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16416,15003734,000,000005,00000500000000,15003734A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16417,15003734,000,000006,00000600000000,604006,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16418,15003734,000,000007,00000700000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16419,15003734,000,000008,00000800000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16420,15003734,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,9.750000,0.000,
16421,15003734,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16422,15003742,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16423,15003742,000,000002,00000200000000,83200.B,000,1,,,,,,,0000,S,,,N,,2.063000,0.000000,2.500,
16424,15003742,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16425,15003742,000,000005,00000500000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16426,15003742,000,000006,00000600000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16427,15003742,000,000007,00000700000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16428,15003742,000,000009,00000900000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16429,15003742,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16430,15003742,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16431,15003742,000,000012,00000400000000,15003742A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16432,15003742,000,000013,00000450000000,15003742A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16433,15003742-KIT,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
16434,15003742-KIT,000,000002,00000200000000,83200.B,*,1,,,,,,,,S,,,N,,0.172000,0.000000,2.500,
16435,15003742-KIT,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16436,15003742-KIT,000,000004,00000400000000,15003742A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16437,15003742-KIT,000,000005,00000500000000,15003742A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16438,15003742-KIT,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
16439,15003759,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16440,15003759,000,000002,00000200000000,602003,000,1,,,,,,,0000,S,,,N,,2.063000,0.000000,2.500,
16441,15003759,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16442,15003759,000,000004,00000400000000,15003759A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16443,15003759,000,000005,00000500000000,15003759A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16444,15003759,000,000006,00000600000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16445,15003759,000,000007,00000700000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16446,15003759,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16447,15003759,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16448,15003759,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16449,15003759,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16450,15003759-KIT,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
16451,15003759-KIT,000,000002,00000200000000,602003,*,1,,,,,,,,S,,,N,,0.172000,0.000000,2.500,
16452,15003759-KIT,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16453,15003759-KIT,000,000004,00000400000000,15003759A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16454,15003759-KIT,000,000005,00000500000000,15003759A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16455,15003759-KIT,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
16456,15003767,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16457,15003767,000,000002,00000200000000,96100.B,*,1,,,,,,,,S,,,N,,2.063000,0.000000,2.500,
16458,15003767,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16459,15003767,000,000004,00000400000000,15003767A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16460,15003767,000,000005,00000500000000,15003767A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16461,15003767,000,000006,00000600000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16462,15003767,000,000007,00000700000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16463,15003767,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16464,15003767,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16465,15003767,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16466,15003767,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16467,1501,000,000001,00000100000000,022000,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
16468,1501,000,000002,00000200000000,602603,*,1,,,,,,,,S,,,N,,4.000000,0.000000,2.500,
16469,1501,000,000003,00000300000000,502403,*,1,,,,,,,0000,,,,N,,4.000000,0.000000,0.000,
16470,1501,000,000004,00000400000000,502406,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16471,1501,000,000005,00000500000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16472,1501,000,000006,00000600000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16473,1501,000,000007,00000700000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.750000,0.000,
16474,1501,000,000008,00000800000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,4.000000,0.080000,0.000,
16475,1501,000,000009,00000250000000,1501A1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16476,1501,000,000010,00001000000000,/C,,4,,,,,,,,,"Carton label print = ""PROTECTEUR PIERRE 3,7L""",,N,,0.000000,0.000000,0.000,
16477,15023773,000,000001,00000100000000,022014,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16478,15023773,000,000002,00000200000000,602043PURPLE,*,1,,,,,,,,S,,,N,,3.000000,0.000000,2.500,
16479,15023773,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,12.000000,0.000000,0.000,
16480,15023773,000,000004,00000400000000,15023773A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16481,15023773,000,000005,00000500000000,15023773A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16482,15023773,000,000006,00000600000000,604006,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16483,15023773,000,000007,00000700000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16484,15023773,000,000008,00000800000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16485,15023773,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,9.750000,0.000,
16486,15023773,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16487,15023781,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16488,15023781,000,000002,00000200000000,83200.B,*,1,,,,,,,,S,,,N,,2.063000,0.000000,2.500,
16489,15023781,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16490,15023781,000,000004,00000400000000,15023781A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16491,15023781,000,000005,00000500000000,15023781A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16492,15023781,000,000006,00000600000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16493,15023781,000,000007,00000700000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16494,15023781,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16495,15023781,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16496,15023781,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16497,15023781,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16498,15023799,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16499,15023799,000,000002,00000200000000,602023,*,1,,,,,,,,S,,,N,,2.063000,0.000000,2.500,
16500,15023799,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16501,15023799,000,000004,00000400000000,15023799A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16502,15023799,000,000005,00000500000000,15023799A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16503,15023799,000,000006,00000600000000,604004RT,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16504,15023799,000,000007,00000700000000,604504,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
16505,15023799,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16506,15023799,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16507,15023799,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.118800,9.750000,0.000,
16508,15023799,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16509,15023807,000,000001,00000100000000,022016,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16510,15023807,000,000002,00000200000000,607517,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16511,15023807,000,000003,00000300000000,91000.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
16512,15023807,000,000004,00000400000000,15023807A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16513,15023807,000,000005,00000500000000,15023807A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16514,15023807,000,000006,00000600000000,604002,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16515,15023807,000,000007,00000700000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16516,15023807,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16517,15023807,000,000009,00000900000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16518,15023807,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,17.610900,0.000,
16519,15023815,000,000001,00000100000000,400602,*,1,,,,,,,0000,,,,N,,4.000000,0.000000,0.000,
16520,15023815,000,000002,00000200000000,87700.B,*,1,,,,,,,,S,,,N,,2.000000,0.000000,2.500,
16521,15023815,000,000003,00000300000000,607512VENT,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16522,15023815,000,000004,00000400000000,15023815A1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16523,15023815,000,000005,00000500000000,15023815A2,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16524,15023815,000,000006,00000600000000,604095,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16525,15023815,000,000007,00000700000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16526,15023815,000,000008,00000800000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
16527,15023815,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.071200,9.750000,0.000,
16528,15023815,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
16529,15023815,000,000011,00000550000000,607533,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16530,15023815,000,000012,00000650000000,92232BAG,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16531,15023815,000,000013,00000525000000,CAUTIONHGRFR/EN,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16532,15026362,000,000001,00000100000000,022017,*,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
16533,15026362,000,000002,00000200000000,602046,*,1,,,,,,,,S,,,N,,3.000000,0.000000,2.500,
16534,15026362,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16535,15026362,000,000004,00000400000000,15026362A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16536,15026362,000,000005,00000500000000,15026362A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
16537,15026362,000,000006,00000600000000,604006,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16538,15026362,000,000007,00000700000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16539,15026362,000,000008,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16540,15026362,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,9.750000,0.000,
16541,15026362,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
16542,15026362-KIT,000,000001,00000100000000,022017,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
16543,15026362-KIT,000,000002,00000200000000,602046,*,1,,,,,,,,S,,,N,,0.250000,0.000000,0.000,
16544,15026362-KIT,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16545,15026362-KIT,000,000004,00000400000000,15026362A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16546,15026362-KIT,000,000005,00000500000000,15026362A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16547,15026362-KIT,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
16548,15026370,000,000001,00000100000000,602046,*,1,,,,,,,,S,,,N,,4.000000,0.000000,2.500,
16549,15026370,000,000002,00000200000000,607017,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
16550,15026370,000,000003,00000300000000,607504,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16551,15026370,000,000004,00000400000000,15026370A1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16552,15026370,000,000005,00000500000000,15026370A2,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
16553,15026370,000,000006,00000600000000,604000,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16554,15026370,000,000007,00000700000000,604000DIV,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16555,15026370,000,000008,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16556,15026370,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.750000,0.000,
16557,15026370,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
16558,1523,000,000001,00000200000000,1523A1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
16559,1523,000,000002,00000100000000,030025,*,1,,,,,,,,,,,N,,2.000000,0.000000,0.000,
16560,1523,000,000003,00000400000000,604015RT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
16561,1523,000,000004,00000500000000,607014,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
16562,1523,000,000005,00000600000000,607014LID,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
16563,1523,000,000006,00000300000000,2223BAG,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
16564,1523,000,000007,00000700000000,BLINDSTICKER,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
16565,1523,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16566,1523,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.204000,13.120000,0.000,
16567,1523,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
